date,Closed
406,92.88999938964844
407,94.5999984741211
408,94.18000030517578
409,93.8499984741211
410,94.41000366210938
411,96.7699966430664
412,96.54000091552734
413,94.43000030517578
414,93.86000061035156
415,93.31999969482422
416,93.63999938964844
417,93.05000305175781
418,92.8499984741211
419,93.7699966430664
420,94.19999694824219
421,95.41999816894531
422,94.05999755859375
423,91.7300033569336
424,91.48999786376953
425,92.72000122070312
426,92.0
427,92.66000366210938
428,90.80999755859375
429,89.83000183105469
430,89.12999725341797
431,88.18000030517578
432,85.01000213623047
433,89.61000061035156
434,91.33000183105469
435,88.0
436,91.77999877929688
437,94.26000213623047
438,95.01000213623047
439,92.73999786376953
440,93.91999816894531
441,94.05999755859375
442,92.33000183105469
443,91.81999969482422
444,91.9000015258789
445,91.61000061035156
446,90.0
447,90.0999984741211
448,90.13999938964844
449,88.3499984741211
450,89.5999984741211
451,88.08000183105469
452,87.81999969482422
453,88.22000122070312
454,88.27999877929688
455,88.19000244140625
456,87.11000061035156
457,86.3499984741211
458,85.94999694824219
459,85.54000091552734
460,85.72000122070312
461,85.70999908447266
462,85.4000015258789
463,85.51000213623047
464,85.5
465,85.5199966430664
466,85.83000183105469
467,86.37999725341797
468,86.8499984741211
469,84.69000244140625
470,85.3499984741211
471,85.58000183105469
472,85.2300033569336
473,84.16000366210938
474,82.48999786376953
475,82.77999877929688
476,81.58999633789062
477,81.08000183105469
478,84.26000213623047
479,84.16999816894531
480,83.33999633789062
481,84.87999725341797
482,83.87000274658203
483,83.26000213623047
484,83.11000061035156
485,83.72000122070312
486,82.52999877929688
487,82.4000015258789
488,83.19999694824219
489,82.9800033569336
490,84.05000305175781
491,83.93000030517578
492,83.87000274658203
493,84.08999633789062
494,84.55999755859375
495,84.2699966430664
496,84.47000122070312
497,84.13999938964844
498,84.05000305175781
499,83.18000030517578
500,83.18000030517578
501,83.88999938964844
502,83.80999755859375
503,78.76000213623047
504,78.62999725341797
505,78.86000061035156
506,78.83000183105469
507,78.80999755859375
508,77.91000366210938
509,77.61000061035156
510,77.58999633789062
511,77.6500015258789
512,77.48999786376953
513,77.12000274658203
514,76.41999816894531
515,76.29000091552734
516,76.29000091552734
517,76.0
518,75.97000122070312
519,74.69000244140625
520,74.26000213623047
521,74.61000061035156
522,74.48999786376953
523,73.87000274658203
524,73.8499984741211
525,73.26000213623047
526,73.26000213623047
527,74.41000366210938
528,74.20999908447266
529,74.94000244140625
530,75.44000244140625
531,75.16000366210938
532,75.30999755859375
533,74.7699966430664
534,75.20999908447266
535,74.68000030517578
536,74.76000213623047
537,73.9800033569336
538,74.33999633789062
539,73.4000015258789
540,73.61000061035156
541,73.94000244140625
542,74.7699966430664
543,74.01000213623047
544,73.05000305175781
545,72.83000183105469
546,72.81999969482422
547,72.69000244140625
548,72.72000122070312
549,73.16000366210938
550,72.1500015258789
551,72.48999786376953
552,72.4000015258789
553,73.6500015258789
554,73.22000122070312
555,73.58999633789062
556,72.5
557,71.41000366210938
558,72.47000122070312
559,72.79000091552734
560,72.4000015258789
561,72.68000030517578
562,72.1500015258789
563,72.26000213623047
564,72.58000183105469
565,72.69999694824219
566,73.04000091552734
567,73.16000366210938
568,74.05000305175781
569,74.19000244140625
570,73.5999984741211
571,73.79000091552734
572,74.22000122070312
573,73.86000061035156
574,73.30000305175781
575,73.3499984741211
576,72.77999877929688
577,71.7699966430664
578,71.1500015258789
579,69.98999786376953
580,69.9800033569336
581,69.45999908447266
582,68.56999969482422
583,69.08000183105469
584,68.16999816894531
585,68.93000030517578
586,68.48999786376953
587,69.80000305175781
588,69.20999908447266
589,70.52999877929688
590,71.20999908447266
591,70.26000213623047
592,70.2699966430664
593,69.91000366210938
594,70.87000274658203
595,70.0
596,69.9000015258789
597,70.2699966430664
598,70.6500015258789
599,69.77999877929688
600,70.31999969482422
601,71.94999694824219
602,72.38999938964844
603,72.5199966430664
604,72.27999877929688
605,71.76000213623047
606,70.0999984741211
607,69.83999633789062
608,70.41000366210938
609,69.95999908447266
610,69.62000274658203
611,68.7699966430664
612,68.68000030517578
613,68.44999694824219
614,67.69000244140625
615,67.70999908447266
616,67.4800033569336
617,69.41000366210938
618,68.43000030517578
619,68.37999725341797
620,68.45999908447266
621,69.30999755859375
622,69.04000091552734
623,68.94000244140625
624,69.0
625,68.80999755859375
626,69.08000183105469
627,69.30000305175781
628,69.41000366210938
629,68.45999908447266
630,68.2699966430664
631,67.83000183105469
632,67.91999816894531
633,67.52999877929688
634,66.4000015258789
635,65.5
636,65.04000091552734
637,65.38999938964844
638,65.4800033569336
639,64.94999694824219
640,65.2300033569336
641,65.4800033569336
642,65.52999877929688
643,65.68000030517578
644,65.7300033569336
645,65.55999755859375
646,65.7300033569336
647,65.55000305175781
648,65.86000061035156
649,65.70999908447266
650,65.47000122070312
651,65.29000091552734
652,65.0999984741211
653,64.9800033569336
654,64.87000274658203
655,65.02999877929688
656,64.20999908447266
657,64.93000030517578
658,64.87000274658203
659,64.63999938964844
660,64.75
661,64.41000366210938
662,64.70999908447266
663,64.93000030517578
664,64.7300033569336
665,64.98999786376953
666,64.4000015258789
667,64.2699966430664
668,64.25
669,64.01000213623047
670,64.94000244140625
671,63.97999954223633
672,64.2300033569336
673,64.62000274658203
674,64.62000274658203
675,64.36000061035156
676,64.48999786376953
677,64.62000274658203
678,64.5199966430664
679,64.52999877929688
680,64.56999969482422
681,64.72000122070312
682,64.0
683,64.05999755859375
684,63.34000015258789
685,63.43000030517578
686,63.63999938964844
687,63.68000030517578
688,63.16999816894531
689,63.58000183105469
690,64.6500015258789
691,65.12999725341797
692,65.77999877929688
693,64.2699966430664
694,63.68000030517578
695,63.52000045776367
696,62.959999084472656
697,62.7400016784668
698,62.29999923706055
699,62.5
700,62.529998779296875
701,62.70000076293945
702,62.61000061035156
703,63.189998626708984
704,62.619998931884766
705,62.63999938964844
706,62.84000015258789
707,62.29999923706055
708,62.29999923706055
709,62.58000183105469
710,62.13999938964844
711,62.900001525878906
712,62.9900016784668
713,63.279998779296875
714,63.2400016784668
715,63.54999923706055
716,63.540000915527344
717,63.540000915527344
718,63.619998931884766
719,62.29999923706055
720,62.58000183105469
721,62.68000030517578
722,62.97999954223633
723,62.16999816894531
724,61.970001220703125
725,61.0099983215332
726,61.369998931884766
727,59.95000076293945
728,60.220001220703125
729,59.25
730,59.20000076293945
731,60.2599983215332
732,61.09000015258789
733,60.61000061035156
734,60.529998779296875
735,60.400001525878906
736,61.119998931884766
737,60.86000061035156
738,60.349998474121094
739,60.63999938964844
740,59.650001525878906
741,58.869998931884766
742,58.119998931884766
743,59.02000045776367
744,58.70000076293945
745,60.16999816894531
746,60.470001220703125
747,60.41999816894531
748,58.709999084472656
749,59.209999084472656
750,59.43000030517578
751,59.79999923706055
752,59.91999816894531
753,59.869998931884766
754,60.099998474121094
755,60.630001068115234
756,60.9900016784668
757,61.0
758,59.65999984741211
759,57.25
760,57.529998779296875
761,57.65999984741211
762,57.220001220703125
763,57.41999816894531
764,56.91999816894531
765,57.11000061035156
766,57.189998626708984
767,58.040000915527344
768,57.79999923706055
769,57.7400016784668
770,57.63999938964844
771,57.2400016784668
772,57.41999816894531
773,57.599998474121094
774,57.400001525878906
775,58.029998779296875
776,57.95000076293945
777,56.900001525878906
778,57.43000030517578
779,57.81999969482422
780,57.7599983215332
781,56.810001373291016
782,56.93000030517578
783,57.25
784,57.189998626708984
785,56.2599983215332
786,56.529998779296875
787,57.04999923706055
788,56.209999084472656
789,57.43000030517578
790,57.65999984741211
791,57.61000061035156
792,57.66999816894531
793,57.59000015258789
794,57.459999084472656
795,57.88999938964844
796,58.099998474121094
797,58.029998779296875
798,58.16999816894531
799,57.95000076293945
800,57.88999938964844
801,57.66999816894531
802,57.619998931884766
803,57.599998474121094
804,57.560001373291016
805,57.439998626708984
806,58.119998931884766
807,57.939998626708984
808,58.29999923706055
809,58.02000045776367
810,58.20000076293945
811,58.060001373291016
812,57.959999084472656
813,57.38999938964844
814,56.970001220703125
815,56.58000183105469
816,56.58000183105469
817,56.68000030517578
818,56.209999084472656
819,56.189998626708984
820,56.7599983215332
821,56.72999954223633
822,56.56999969482422
823,55.79999923706055
824,55.90999984741211
825,53.09000015258789
826,53.959999084472656
827,53.70000076293945
828,53.7400016784668
829,53.5099983215332
830,53.209999084472656
831,52.59000015258789
832,52.29999923706055
833,51.380001068115234
834,51.380001068115234
835,51.16999816894531
836,51.15999984741211
837,51.16999816894531
838,50.540000915527344
839,49.439998626708984
840,48.43000030517578
841,49.83000183105469
842,51.90999984741211
843,50.9900016784668
844,51.189998626708984
845,50.06999969482422
846,50.130001068115234
847,50.38999938964844
848,49.689998626708984
849,49.83000183105469
850,50.13999938964844
851,51.47999954223633
852,51.619998931884766
853,52.040000915527344
854,52.099998474121094
855,52.130001068115234
856,51.790000915527344
857,52.47999954223633
858,52.849998474121094
859,53.0
860,52.31999969482422
861,51.88999938964844
862,52.119998931884766
863,51.59000015258789
864,50.029998779296875
865,50.619998931884766
866,50.31999969482422
867,50.810001373291016
868,50.5099983215332
869,51.83000183105469
870,51.08000183105469
871,51.5099983215332
872,51.04999923706055
873,51.02000045776367
874,50.06999969482422
875,50.38999938964844
876,49.939998626708984
877,49.869998931884766
878,49.779998779296875
879,50.61000061035156
880,49.869998931884766
881,49.900001525878906
882,50.939998626708984
883,51.439998626708984
884,52.11000061035156
885,51.779998779296875
886,55.779998779296875
887,55.59000015258789
888,56.38999938964844
889,56.459999084472656
890,55.650001525878906
891,55.36000061035156
892,55.349998474121094
893,54.650001525878906
894,54.310001373291016
895,54.41999816894531
896,54.459999084472656
897,55.119998931884766
898,54.560001373291016
899,55.43000030517578
900,55.56999969482422
901,55.22999954223633
902,55.04999923706055
903,54.709999084472656
904,53.540000915527344
905,54.209999084472656
906,53.970001220703125
907,54.06999969482422
908,53.86000061035156
909,53.4900016784668
910,54.65999984741211
911,54.349998474121094
912,53.59000015258789
913,53.16999816894531
914,53.06999969482422
915,52.04999923706055
916,52.84000015258789
917,51.650001525878906
918,51.029998779296875
919,52.029998779296875
920,52.349998474121094
921,52.95000076293945
922,52.58000183105469
923,50.880001068115234
924,51.29999923706055
925,52.099998474121094
926,51.36000061035156
927,51.18000030517578
928,52.650001525878906
929,51.81999969482422
930,52.189998626708984
931,52.41999816894531
932,51.09000015258789
933,50.5
934,49.689998626708984
935,49.709999084472656
936,49.279998779296875
937,49.40999984741211
938,50.15999984741211
939,52.0
940,52.15999984741211
941,53.0
942,54.709999084472656
943,55.09000015258789
944,52.060001373291016
945,51.220001220703125
946,52.16999816894531
947,51.790000915527344
948,52.290000915527344
949,50.47999954223633
950,50.790000915527344
951,50.560001373291016
952,50.9900016784668
953,53.11000061035156
954,51.63999938964844
955,52.779998779296875
956,52.29999923706055
957,52.33000183105469
958,52.16999816894531
959,54.04999923706055
960,55.04999923706055
961,54.79999923706055
962,55.47999954223633
963,56.310001373291016
964,56.54999923706055
965,55.95000076293945
966,55.66999816894531
967,55.81999969482422
968,55.349998474121094
969,54.83000183105469
970,54.130001068115234
971,55.70000076293945
972,56.130001068115234
973,55.20000076293945
974,55.13999938964844
975,54.060001373291016
976,55.27000045776367
977,54.97999954223633
978,55.790000915527344
979,55.810001373291016
980,55.90999984741211
981,54.20000076293945
982,55.209999084472656
983,55.220001220703125
984,54.349998474121094
985,53.93000030517578
986,53.689998626708984
987,54.25
988,54.189998626708984
989,54.189998626708984
990,53.939998626708984
991,53.849998474121094
992,52.970001220703125
993,53.77000045776367
994,52.84000015258789
995,53.31999969482422
996,53.650001525878906
997,53.5099983215332
998,54.15999984741211
999,54.91999816894531
1000,54.380001068115234
1001,54.400001525878906
1002,54.150001525878906
1003,53.2400016784668
1004,52.63999938964844
1005,53.36000061035156
1006,53.97999954223633
1007,53.689998626708984
1008,54.25
1009,52.869998931884766
1010,48.029998779296875
1011,47.20000076293945
1012,47.77000045776367
1013,47.619998931884766
1014,47.5099983215332
1015,47.0099983215332
1016,46.68000030517578
1017,46.88999938964844
1018,47.0
1019,47.11000061035156
1020,47.45000076293945
1021,46.79999923706055
1022,46.75
1023,46.630001068115234
1024,45.56999969482422
1025,44.61000061035156
1026,44.2599983215332
1027,43.439998626708984
1028,43.290000915527344
1029,43.939998626708984
1030,43.90999984741211
1031,43.869998931884766
1032,43.900001525878906
1033,44.11000061035156
1034,43.47999954223633
1035,44.25
1036,44.29999923706055
1037,43.97999954223633
1038,43.040000915527344
1039,43.47999954223633
1040,43.290000915527344
1041,43.06999969482422
1042,43.88999938964844
1043,42.61000061035156
1044,43.5
1045,43.36000061035156
1046,41.81999969482422
1047,43.52000045776367
1048,43.93000030517578
1049,43.900001525878906
1050,42.709999084472656
1051,40.470001220703125
1052,41.68000030517578
1053,43.06999969482422
1054,45.65999984741211
1055,46.61000061035156
1056,47.27000045776367
1057,47.31999969482422
1058,47.0
1059,46.72999954223633
1060,46.7400016784668
1061,46.40999984741211
1062,47.33000183105469
1063,46.7400016784668
1064,46.619998931884766
1065,47.58000183105469
1066,47.540000915527344
1067,46.810001373291016
1068,46.70000076293945
1069,46.880001068115234
1070,46.290000915527344
1071,45.34000015258789
1072,45.349998474121094
1073,45.939998626708984
1074,46.11000061035156
1075,45.540000915527344
1076,47.279998779296875
1077,46.91999816894531
1078,46.619998931884766
1079,46.65999984741211
1080,45.7599983215332
1081,45.619998931884766
1082,45.540000915527344
1083,44.61000061035156
1084,44.52000045776367
1085,44.2400016784668
1086,44.29999923706055
1087,44.38999938964844
1088,44.400001525878906
1089,44.45000076293945
1090,44.150001525878906
1091,44.369998931884766
1092,45.2599983215332
1093,45.650001525878906
1094,45.63999938964844
1095,45.90999984741211
1096,46.22999954223633
1097,46.099998474121094
1098,46.720001220703125
1099,45.970001220703125
1100,45.83000183105469
1101,45.47999954223633
1102,45.970001220703125
1103,46.439998626708984
1104,46.61000061035156
1105,45.650001525878906
1106,45.72999954223633
1107,46.13999938964844
1108,46.36000061035156
1109,46.849998474121094
1110,46.91999816894531
1111,47.22999954223633
1112,46.86000061035156
1113,47.45000076293945
1114,47.61000061035156
1115,46.59000015258789
1116,46.900001525878906
1117,47.41999816894531
1118,47.58000183105469
1119,47.58000183105469
1120,48.0099983215332
1121,48.29999923706055
1122,48.720001220703125
1123,47.630001068115234
1124,47.349998474121094
1125,47.369998931884766
1126,47.75
1127,46.70000076293945
1128,46.279998779296875
1129,47.599998474121094
1130,48.2400016784668
1131,48.65999984741211
1132,48.63999938964844
1133,49.060001373291016
1134,49.15999984741211
1135,48.029998779296875
1136,47.869998931884766
1137,43.34000015258789
1138,42.9900016784668
1139,42.63999938964844
1140,42.90999984741211
1141,41.619998931884766
1142,42.15999984741211
1143,42.2599983215332
1144,41.650001525878906
1145,41.7599983215332
1146,41.720001220703125
1147,41.47999954223633
1148,41.41999816894531
1149,41.529998779296875
1150,41.54999923706055
1151,40.290000915527344
1152,40.720001220703125
1153,40.65999984741211
1154,40.959999084472656
1155,40.970001220703125
1156,41.209999084472656
1157,41.459999084472656
1158,42.900001525878906
1159,42.86000061035156
1160,42.880001068115234
1161,42.290000915527344
1162,42.5
1163,41.70000076293945
1164,41.560001373291016
1165,41.380001068115234
1166,41.02000045776367
1167,41.97999954223633
1168,42.029998779296875
1169,42.849998474121094
1170,42.36000061035156
1171,43.11000061035156
1172,43.060001373291016
1173,43.279998779296875
1174,43.880001068115234
1175,43.849998474121094
1176,44.060001373291016
1177,43.9900016784668
1178,44.09000015258789
1179,44.150001525878906
1180,43.86000061035156
1181,43.5
1182,43.529998779296875
1183,43.58000183105469
1184,43.869998931884766
1185,43.09000015258789
1186,42.380001068115234
1187,42.599998474121094
1188,42.36000061035156
1189,42.40999984741211
1190,42.45000076293945
1191,41.84000015258789
1192,41.599998474121094
1193,41.279998779296875
1194,40.400001525878906
1195,42.0099983215332
1196,41.189998626708984
1197,42.65999984741211
1198,47.0099983215332
1199,47.18000030517578
1200,47.130001068115234
1201,45.91999816894531
1202,46.38999938964844
1203,46.2400016784668
1204,45.47999954223633
1205,45.959999084472656
1206,46.36000061035156
1207,46.599998474121094
1208,47.189998626708984
1209,47.59000015258789
1210,46.22999954223633
1211,45.650001525878906
1212,46.33000183105469
1213,46.7599983215332
1214,46.45000076293945
1215,47.02000045776367
1216,47.45000076293945
1217,47.880001068115234
1218,48.13999938964844
1219,48.45000076293945
1220,47.97999954223633
1221,47.65999984741211
1222,47.52000045776367
1223,45.7400016784668
1224,45.15999984741211
1225,46.66999816894531
1226,46.95000076293945
1227,47.16999816894531
1228,46.900001525878906
1229,47.59000015258789
1230,47.70000076293945
1231,48.41999816894531
1232,48.84000015258789
1233,48.08000183105469
1234,48.459999084472656
1235,48.619998931884766
1236,47.810001373291016
1237,47.75
1238,47.470001220703125
1239,47.59000015258789
1240,47.97999954223633
1241,48.70000076293945
1242,48.220001220703125
1243,48.7400016784668
1244,49.459999084472656
1245,49.58000183105469
1246,49.61000061035156
1247,48.779998779296875
1248,48.869998931884766
1249,48.88999938964844
1250,48.68000030517578
1251,48.70000076293945
1252,47.86000061035156
1253,47.56999969482422
1254,47.439998626708984
1255,46.95000076293945
1256,46.04999923706055
1257,46.619998931884766
1258,46.4900016784668
1259,45.90999984741211
1260,46.130001068115234
1261,45.02000045776367
1262,44.380001068115234
1263,44.880001068115234
1264,44.08000183105469
1265,43.630001068115234
1266,42.7400016784668
1267,43.220001220703125
1268,43.72999954223633
1269,43.650001525878906
1270,44.029998779296875
1271,45.849998474121094
1272,46.779998779296875
1273,45.529998779296875
1274,46.09000015258789
1275,46.09000015258789
1276,45.7599983215332
1277,45.900001525878906
1278,46.36000061035156
1279,46.439998626708984
1280,46.40999984741211
1281,46.040000915527344
1282,47.08000183105469
1283,46.560001373291016
1284,47.060001373291016
1285,47.52000045776367
1286,46.68000030517578
1287,46.52000045776367
1288,46.7599983215332
1289,46.2400016784668
1290,46.70000076293945
1291,47.0
1292,46.84000015258789
1293,46.7599983215332
1294,46.470001220703125
1295,45.90999984741211
1296,45.2599983215332
1297,44.959999084472656
1298,45.09000015258789
1299,45.43000030517578
1300,44.880001068115234
1301,44.869998931884766
1302,45.0099983215332
1303,45.16999816894531
1304,45.150001525878906
1305,45.220001220703125
1306,44.95000076293945
1307,45.33000183105469
1308,45.11000061035156
1309,44.790000915527344
1310,44.27000045776367
1311,44.08000183105469
1312,43.52000045776367
1313,43.20000076293945
1314,43.20000076293945
1315,43.22999954223633
1316,42.7400016784668
1317,43.08000183105469
1318,43.369998931884766
1319,42.86000061035156
1320,43.15999984741211
1321,43.58000183105469
1322,43.88999938964844
1323,43.970001220703125
1324,44.5
1325,44.400001525878906
1326,44.869998931884766
1327,44.83000183105469
1328,44.84000015258789
1329,44.689998626708984
1330,44.529998779296875
1331,44.08000183105469
1332,42.45000076293945
1333,42.13999938964844
1334,42.09000015258789
1335,41.689998626708984
1336,41.66999816894531
1337,41.779998779296875
1338,41.9900016784668
1339,41.79999923706055
1340,41.900001525878906
1341,41.869998931884766
1342,41.70000076293945
1343,42.25
1344,41.720001220703125
1345,42.029998779296875
1346,41.75
1347,41.9900016784668
1348,41.68000030517578
1349,41.5099983215332
1350,41.650001525878906
1351,41.68000030517578
1352,41.5
1353,41.22999954223633
1354,40.58000183105469
1355,40.86000061035156
1356,41.11000061035156
1357,41.27000045776367
1358,41.47999954223633
1359,41.209999084472656
1360,40.31999969482422
1361,40.290000915527344
1362,40.790000915527344
1363,40.939998626708984
1364,40.34000015258789
1365,40.0099983215332
1366,40.189998626708984
1367,40.119998931884766
1368,40.099998474121094
1369,40.349998474121094
1370,39.68000030517578
1371,39.75
1372,39.83000183105469
1373,39.599998474121094
1374,40.2400016784668
1375,40.41999816894531
1376,39.970001220703125
1377,39.540000915527344
1378,39.63999938964844
1379,39.41999816894531
