,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2033,"('电视', 2.0)","('华为', 2.0)","('奶酪', 2.0)","('荣耀', 1.0)",,,,,,,,,,,,
2034,"('成都', 2.2)","('先导', 2.0)","('来自', 2.0)","('坏账', 2.0)","('政策', 2.0)","('可比', 2.0)","('公司', 2.0)",,,,,,,,,
2035,"('问询', 2.0)","('内容', 2.0)","('中信', 2.0)","('证券', 2.0)","('保荐', 2.0)","('警示', 2.0)",,,,,,,,,,
2036,"('舍得', 2.0)","('步子', 2.0)","('蕴含', 2.0)","('风险', 1.0)",,,,,,,,,,,,
2037,"('未来', 2.2)","('牡丹', 2.0)","('问询', 2.0)","('说明', 2.0)","('标的', 2.0)","('资产', 2.0)","('业绩', 2.0)","('增长', 2.0)","('实现', 2.0)",,,,,,,
2038,"('东航', 2.0)","('物流', 2.0)","('启动', 2.0)","('业绩', 2.0)","('警惕', 2.0)","('资产', 2.0)","('IPO', 1.2)",,,,,,,,,
2039,"('克明', 2.4)","('贷款', 2.0)","('股份', 2.0)","('深交所', 2.0)","('问询', 2.0)",,,,,,,,,,,
2040,"('核电', 2.0)","('关注', 2.0)","('控股', 2.0)","('股东', 2.0)","('接受', 2.0)","('投资', 1.0)",,,,,,,,,,
2041,"('华润', 2.0)","('销售', 2.0)","('增速', 2.0)","('滑坡', 2.0)","('增长', 1.0)",,,,,,,,,,,
2042,"('材料', 2.0)","('上市', 2.0)","('控股', 2.0)","('打通', 2.0)","('融资', 2.0)","('渠道', 1.0)",,,,,,,,,,
2043,"('化学', 2.0)","('问询', 2.0)","('说明', 2.0)","('是否', 2.0)","('出现', 2.0)","('控制权', 2.0)","('稳定', 1.0)","('风险', 1.0)",,,,,,,,
2044,"('内幕', 3.04)","('股份', 2.0)","('交易', 2.0)","('当事人', 2.0)","('处罚', 2.0)",,,,,,,,,,,
2045,"('上半年', 2.2)","('地产', 2.0)","('净利', 2.0)","('房地产', 2.0)","('业绩', 2.0)","('下滑', 2.0)","('主因', 1.0)",,,,,,,,,
2046,"('中报', 2.0)","('分化', 2.0)","('酒鬼', 2.0)","('增速', 2.0)","('青稞酒', 2.0)","('净利', 2.0)","('酒', 1.46)","('强劲', 1.0)",,,,,,,,
2047,"('能源', 2.0)","('问询', 2.0)","('说明', 2.0)","('化工', 2.0)","('获取', 2.0)","('控制权', 2.0)","('目的', 2.0)","('考虑', 1.0)",,,,,,,,
2048,"('管朱保义', 6.6)","('电源', 2.0)","('业绩', 2.0)","('承诺', 2.0)","('失败', 2.0)","('累计', 2.0)",,,,,,,,,,
2049,"('净利', 2.0)","('增长', 2.0)","('现金', 2.0)","('储备', 2.0)","('减少', 2.0)","('IPO', 1.2)",,,,,,,,,,
2050,"('合肥', 2.2)","('城建', 2.0)","('延期', 2.0)","('回复', 2.0)","('深交所', 2.0)","('重组', 2.0)","('问询', 2.0)","('梳理', 1.0)",,,,,,,,
2051,"('华安', 2.2)","('员工', 2.0)","('病假', 2.0)","('合同', 2.0)","('到期', 2.0)","('解约', 2.0)","('基金', 2.0)","('补偿', 2.0)",,,,,,,,
2052,"('证券', 2.0)","('员工', 2.0)","('公司', 2.0)","('活动', 2.0)","('受伤', 2.0)","('要求', 2.0)","('支付', 2.0)","('费用', 2.0)","('平安', 1.0)",,,,,,,
2053,"('客户', 4.39)","('湘财', 2.4)","('证券', 2.0)","('工作', 2.0)","('经理', 2.0)","('补偿', 2.0)","('充公', 1.0)",,,,,,,,,
2054,"('德豪', 2.4)","('关闭', 2.0)","('芯片', 2.0)","('工厂', 2.0)","('深交所', 2.0)","('关注', 2.0)","('LED', 1.2)",,,,,,,,,
2055,"('药业', 2.0)","('毛利率', 2.0)","('波动', 2.0)","('财务', 2.0)","('总监', 2.0)","('IPO', 1.2)","('明显', 1.0)","('频繁', 1.0)","('更换', 1.0)",,,,,,,
2056,"('嘉凯城', 6.6)","('物业', 2.0)","('公司', 2.0)","('转手', 2.0)","('偿债', 2.0)","('压力', 2.0)","('恒大', 2.0)","('求援', 2.0)",,,,,,,,
2057,"('深度', 2.0)","('百威', 2.0)","('物美价廉', 2.0)","('本土', 2.0)","('啤酒', 2.0)",,,,,,,,,,,
2058,"('去年', 2.2)","('集团', 2.0)","('融资', 2.0)","('利率', 2.0)","('销售', 2.0)","('利润率', 2.0)",,,,,,,,,,
2059,"('销售', 4.39)","('绿地', 2.0)","('控股', 2.0)","('季度', 2.0)","('合同', 2.0)","('下滑', 2.0)","('增速', 2.0)","('掉队', 1.0)",,,,,,,,
2060,"('Jagex', 2.4)","('问询', 2.0)","('说明', 2.0)","('主营', 2.0)","('资产', 2.0)","('出售', 2.0)","('考虑', 1.0)",,,,,,,,,
2061,"('交易', 4.39)","('内幕', 3.04)","('中银', 2.0)","('当事人', 2.0)","('受罚', 2.0)","('亏损', 2.0)",,,,,,,,,,
2062,"('风华', 2.0)","('高科', 2.0)","('出售', 2.0)","('科技', 2.0)","('承诺', 2.0)","('业绩', 2.0)","('变脸', 1.0)",,,,,,,,,
2063,"('采用', 2.0)","('标准', 2.0)","('阶段', 2.0)","('产品', 2.0)","('多于', 2.0)","('制药', 1.0)",,,,,,,,,,
2064,"('保利', 2.0)","('置业', 2.0)","('销售额', 2.0)","('同比', 2.0)","('销售', 2.0)","('波动', 2.0)",,,,,,,,,,
2065,"('汽车', 4.39)","('长城', 2.2)","('理财', 2.0)","('低息', 2.0)","('发债', 2.0)","('金融', 2.0)","('盈利', 2.0)",,,,,,,,,
2066,"('国际', 2.0)","('收购', 2.0)","('公司', 2.0)","('资金', 2.0)","('流动性', 2.0)","('风险', 1.0)",,,,,,,,,,
2067,"('耿忠强', 6.6)","('上任', 2.0)","('地产', 2.0)","('销售', 2.0)","('排名', 2.0)","('下滑', 1.0)",,,,,,,,,,
2068,"('百威', 2.0)","('细节', 2.0)","('销量', 2.0)","('下滑', 2.0)","('裁员', 2.0)","('IPO', 1.2)",,,,,,,,,,
2069,"('国信', 2.0)","('证券', 2.0)","('研究所', 2.0)","('通报', 2.0)","('言论', 2.0)","('奖金', 2.0)",,,,,,,,,,
2070,"('环球', 2.0)","('问询', 2.0)","('说明', 2.0)","('预付', 2.0)","('购房', 2.0)","('收回', 2.0)","('流动性', 2.0)","('影响', 1.0)",,,,,,,,
2071,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2072,"('股票', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2073,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2074,"('股票', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2075,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2076,"('股票', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2077,"('午后', 2.2)","('区块', 2.0)","('板块', 2.0)","('持续', 2.0)","('股份', 2.0)",,,,,,,,,,,
2078,"('概念', 2.0)","('快速', 0.4)",,,,,,,,,,,,,,
2079,"('资金', 2.0)","('流入', 2.0)",,,,,,,,,,,,,,
2080,"('家用电器', 2.0)","('板块', 2.0)","('涨幅', 2.0)",,,,,,,,,,,,,
2081,"('稀土', 2.0)","('板块', 2.0)","('涨', 1.01)",,,,,,,,,,,,,
2082,"('股指', 2.0)","('集体', 2.0)","('家电', 2.0)","('板块', 2.0)","('涨', 1.01)",,,,,,,,,,,
2083,"('稀土', 2.0)","('板块', 2.0)","('强势', 2.0)",,,,,,,,,,,,,
2084,"('家电', 2.0)","('表现', 2.0)","('持续', 2.0)","('强势', 2.0)","('格力电器', 2.0)",,,,,,,,,,,
2085,"('家用电器', 2.0)","('板块', 2.0)","('涨幅', 2.0)","('领先', 1.0)",,,,,,,,,,,,
2086,"('概念', 2.0)","('控股', 2.0)",,,,,,,,,,,,,,
2087,"('猪肉', 2.0)","('全线', 2.0)",,,,,,,,,,,,,,
2088,"('普莱柯', 6.6)","('猪瘟', 2.0)","('疫苗', 2.0)","('概念', 2.0)",,,,,,,,,,,,
2089,"('稀土', 2.0)","('概念', 2.0)","('冲击', 2.0)",,,,,,,,,,,,,
2090,"('快讯', 2.0)","('股指', 2.0)","('概念', 2.0)","('持续', 2.0)",,,,,,,,,,,,
2091,"('宣亚', 2.4)","('区块', 2.0)","('概念', 2.0)","('国际', 2.0)",,,,,,,,,,,,
2092,"('走势', 2.0)","('回暖', 2.0)",,,,,,,,,,,,,,
2093,"('浙江', 2.2)","('维生素', 2.0)","('概念', 2.0)","('医药', 2.0)","('涨', 1.46)",,,,,,,,,,,
2094,"('股指', 2.0)","('区块', 2.0)","('猪肉', 2.0)","('概念', 2.0)","('跌幅', 2.0)",,,,,,,,,,,
2095,"('聚焦', 2.0)","('消费', 2.0)","('板块', 2.0)","('核心', 2.0)","('资产', 1.0)",,,,,,,,,,,
2096,"('开盘', 2.0)","('股指', 2.0)","('白酒', 2.0)","('板块', 2.0)","('活跃', 1.0)",,,,,,,,,,,
2097,"('继续', 2.0)","('低估', 2.0)","('增长', 2.0)","('板块', 1.0)",,,,,,,,,,,,
2098,"('长线', 2.0)","('价值', 2.0)","('显现', 2.0)","('等待', 2.0)","('耐心', 1.0)","('契机', 1.0)",,,,,,,,,,
2099,"('指数', 2.0)","('市场', 2.0)","('催化剂', 1.0)",,,,,,,,,,,,,
2100,"('季度', 2.0)","('业绩', 2.0)","('回暖', 2.0)","('成长', 2.0)","('板块', 2.0)","('边际', 2.0)","('改善', 1.0)",,,,,,,,,
2101,"('纽约', 2.2)","('股市', 2.0)","('股指', 2.0)","('下跌', 1.0)",,,,,,,,,,,,
2102,"('融资', 2.0)","('余额', 2.0)","('减少', 2.0)",,,,,,,,,,,,,
2103,"('区块', 2.0)","('概念', 2.0)","('分化', 2.0)","('加剧', 1.0)",,,,,,,,,,,,
2104,"('MSCI', 2.4)","('扩容', 2.0)","('保卫', 2.0)","('正式', 1.0)","('打响', 1.0)",,,,,,,,,,,
2105,"('考验', 2.0)","('监管', 2.0)","('时候', 2.0)",,,,,,,,,,,,,
2106,"('市场', 2.0)","('面临', 2.0)","('重大', 1.0)",,,,,,,,,,,,,
2107,"('区块', 2.0)","('行情', 2.0)","('机会', 2.0)",,,,,,,,,,,,,
2108,"('面对', 2.0)","('股指', 2.0)","('下行', 2.0)","('北上', 2.0)","('资金', 2.0)","('连续', 1.0)",,,,,,,,,,
2109,"('周五', 2.2)","('红', 0.2)",,,,,,,,,,,,,,
2110,"('明天', 2.2)","('反弹', 2.0)","('概率', 2.0)",,,,,,,,,,,,,
2111,"('外资', 2.0)","('买入', 2.0)","('大方向', 2.0)","('霸气', 1.0)",,,,,,,,,,,,
2112,"('遭遇', 2.0)","('沪', 0.2)",,,,,,,,,,,,,,
2113,"('资金', 2.0)","('流入', 2.0)",,,,,,,,,,,,,,
2114,"('继续', 2.0)","('弱势', 2.0)","('调整', 2.0)","('题材', 2.0)","('集体', 2.0)",,,,,,,,,,,
2115,"('股指', 2.0)","('天然气', 2.0)","('板块', 2.0)",,,,,,,,,,,,,
2116,"('午后', 2.2)","('股指', 2.0)","('走低', 2.0)","('行业', 2.0)","('板块', 2.0)","('普遍', 1.0)",,,,,,,,,,
2117,"('农业', 2.0)","('板块', 2.0)","('下挫', 2.0)",,,,,,,,,,,,,
2118,"('午后', 2.2)","('天然气', 2.0)","('板块', 2.0)","('环宇', 2.0)",,,,,,,,,,,,
2119,"('资金', 2.0)","('流入', 2.0)",,,,,,,,,,,,,,
2120,"('午后', 2.2)","('区块', 2.0)","('概念', 2.0)","('走低', 2.0)","('股份', 2.0)",,,,,,,,,,,
2121,"('午后', 2.2)","('快讯', 2.0)","('股指', 2.0)","('下行', 2.0)","('天然气', 2.0)","('板块', 2.0)",,,,,,,,,,
2122,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2123,"('股票', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2124,"('震荡', 2.0)","('调整', 2.0)","('区块', 2.0)","('概念', 2.0)",,,,,,,,,,,,
2125,"('股指', 2.0)","('震荡', 2.0)","('家用电器', 2.0)","('板块', 2.0)","('涨幅', 2.0)",,,,,,,,,,,
2126,"('低位', 2.0)","('震荡', 2.0)","('区块', 2.0)","('跌幅', 2.0)",,,,,,,,,,,,
2127,"('股指', 2.0)","('弱势', 2.0)","('盘整', 2.0)","('养殖', 2.0)","('集体', 2.0)","('下挫', 1.0)",,,,,,,,,,
2128,"('中国', 2.2)","('保险', 2.0)","('板块', 2.0)","('人寿', 2.0)",,,,,,,,,,,,
2129,"('指数', 2.0)","('集体', 2.0)","('股', 1.46)",,,,,,,,,,,,,
2130,"('昊海', 2.4)","('科', 1.46)",,,,,,,,,,,,,,
2131,"('快讯', 2.0)","('股指', 2.0)","('震荡', 2.0)","('白酒', 2.0)","('表现', 2.0)","('活跃', 1.0)",,,,,,,,,,
2132,"('银行', 4.39)","('开盘', 2.0)","('光大', 2.0)",,,,,,,,,,,,,
2133,"('概念', 2.0)","('通信', 2.0)",,,,,,,,,,,,,,
2134,"('高伟达', 6.6)","('区块', 2.0)","('板块', 2.0)","('分化', 2.0)","('加剧', 2.0)",,,,,,,,,,,
2135,"('评', 0.2)","('两', 0.2)",,,,,,,,,,,,,,
2136,"('关注', 2.0)","('得失', 1.0)",,,,,,,,,,,,,,
2137,"('开盘', 2.0)","('股指', 2.0)","('白酒', 2.0)","('板块', 2.0)","('涨', 1.01)",,,,,,,,,,,
2138,"('融资', 2.0)","('余额', 2.0)","('减少', 2.0)",,,,,,,,,,,,,
2139,"('概念', 2.0)","('退潮', 2.0)","('白马', 2.0)","('股指', 2.0)","('延续', 2.0)","('股', 1.46)","('震荡', 1.0)",,,,,,,,,
2140,"('线', 0.6)","('沪', 0.2)",,,,,,,,,,,,,,
2141,"('腾挪', 2.0)","('金融', 2.0)",,,,,,,,,,,,,,
2142,"('上市', 2.0)","('公司', 2.0)","('季报', 2.0)","('披露', 2.0)","('制造', 2.0)","('业绩', 2.0)",,,,,,,,,,
2143,"('断定', 2.0)","('白马', 2.0)",,,,,,,,,,,,,,
2144,"('美联储', 2.0)","('降息', 2.0)","('股指', 2.0)","('全线', 2.0)",,,,,,,,,,,,
2145,"('公司', 2.0)","('预报', 2.0)","('全年', 2.0)","('业绩', 2.0)","('行业', 2.0)","('喜讯', 2.0)",,,,,,,,,,
2146,"('季度', 2.0)","('公司', 2.0)","('实现', 2.0)","('盈利', 1.0)",,,,,,,,,,,,
2147,"('眼看', 2.0)","('季报', 2.0)","('风险', 2.0)","('尾声', 2.0)","('机会', 2.0)",,,,,,,,,,,
2148,"('投资', 2.0)","('手记', 2.0)","('大盘', 2.0)","('方向', 2.0)","('科技', 2.0)","('机会', 1.0)",,,,,,,,,,
2149,"('周四', 2.2)","('操作', 2.0)","('策略', 1.0)",,,,,,,,,,,,,
2150,"('风险', 2.0)","('释放', 2.0)","('市场', 2.0)","('迎来', 2.0)","('曙光', 1.0)",,,,,,,,,,,
2151,"('关注', 2.0)","('逆势', 2.0)","('强势', 2.0)","('方向', 1.0)",,,,,,,,,,,,
2152,"('区块', 2.0)","('市场', 2.0)","('欺骗', 2.0)",,,,,,,,,,,,,
2153,"('周四', 2.2)","('信号', 2.0)","('依据', 1.0)",,,,,,,,,,,,,
2154,"('震荡', 2.0)","('区块', 2.0)","('概念', 2.0)","('持续', 2.0)","('分化', 1.0)",,,,,,,,,,,
2155,"('资金', 2.0)","('流入', 2.0)",,,,,,,,,,,,,,
2156,"('芯片', 2.0)","('股', 0.6)",,,,,,,,,,,,,,
2157,"('弱势', 2.0)","('调整', 2.0)","('区块', 2.0)","('概念', 2.0)","('分化', 1.0)",,,,,,,,,,,
2158,"('消费', 2.0)","('板块', 2.0)","('防御', 2.0)","('属性', 2.0)","('显现', 2.0)","('关注', 2.0)",,,,,,,,,,
2159,"('股指', 2.0)","('延续', 2.0)","('弱势', 2.0)","('数字', 2.0)","('货币', 2.0)","('概念', 2.0)","('反弹', 1.0)",,,,,,,,,
2160,"('金徽', 2.4)","('白酒', 2.0)","('板块', 2.0)",,,,,,,,,,,,,
2161,"('午后', 2.2)","('区块', 2.0)","('板块', 2.0)","('回暖', 2.0)","('飞天', 2.0)","('诚信', 2.0)",,,,,,,,,,
2162,"('康芝', 2.4)","('午后', 2.2)","('概念', 2.0)","('药业', 2.0)",,,,,,,,,,,,
2163,"('午后', 2.2)","('快讯', 2.0)","('股指', 2.0)","('弱势', 2.0)","('板块', 2.0)",,,,,,,,,,,
2164,"('弱势', 2.0)","('震荡', 2.0)","('区块', 2.0)","('概念', 2.0)","('持续', 2.0)","('分化', 1.0)",,,,,,,,,,
2165,"('区块', 2.0)","('概念', 2.0)",,,,,,,,,,,,,,
2166,"('区块', 2.0)","('分化', 2.0)","('芯片', 2.0)","('强势', 1.0)",,,,,,,,,,,,
2167,"('股指', 2.0)","('弱势', 2.0)","('盘整', 2.0)","('半导体', 2.0)","('概念', 2.0)",,,,,,,,,,,
2168,"('券商', 2.0)","('板块', 2.0)","('创业', 2.0)",,,,,,,,,,,,,
2169,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2170,"('股票', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2171,"('半导体', 2.0)","('板块', 2.0)",,,,,,,,,,,,,,
2172,"('猪肉', 2.0)","('股份', 2.0)",,,,,,,,,,,,,,
2173,"('农林牧渔', 2.0)","('板块', 2.0)",,,,,,,,,,,,,,
2174,"('怡亚', 2.4)","('区块', 2.0)","('概念', 2.0)","('活跃', 2.0)",,,,,,,,,,,,
2175,"('芯片', 2.0)","('概念', 2.0)","('创新', 2.0)","('冲击', 2.0)",,,,,,,,,,,,
2176,"('快讯', 2.0)","('股指', 2.0)","('表现', 2.0)","('弱势', 2.0)","('养殖', 2.0)","('板块', 2.0)","('跌', 1.01)",,,,,,,,,
2177,"('天然气', 2.0)","('概念', 2.0)","('环宇', 2.0)",,,,,,,,,,,,,
2178,"('人造肉', 2.0)","('区块', 2.0)","('概念', 2.0)",,,,,,,,,,,,,
2179,"('开盘', 2.0)","('股指', 2.0)","('区块', 2.0)","('板块', 2.0)","('表现', 2.0)","('分化', 1.0)",,,,,,,,,,
2180,"('市场', 2.0)","('活跃', 2.0)","('需要', 2.0)","('去伪存真', 1.0)",,,,,,,,,,,,
2181,"('继续', 2.0)","('关注', 2.0)","('热点', 2.0)","('低位', 2.0)","('品种', 2.0)","('挖掘', 1.0)",,,,,,,,,,
2182,"('对外开放', 2.0)","('提速', 2.0)","('影响', 2.0)","('资本', 2.0)","('市场', 1.0)",,,,,,,,,,,
2183,"('消息', 2.0)","('发布', 2.0)","('市场', 2.0)","('方向', 2.0)","('密集', 1.0)","('明确', 1.0)",,,,,,,,,,
2184,"('基金', 2.0)","('季度', 2.0)","('曝光', 2.0)","('股', 1.46)","('关注', 1.0)",,,,,,,,,,,
2185,"('融资', 2.0)","('余额', 2.0)","('减少', 2.0)",,,,,,,,,,,,,
2186,"('盲动', 2.0)","('潜伏', 2.0)","('低估', 2.0)","('悲观', 1.0)","('板块', 1.0)",,,,,,,,,,,
2187,"('区块', 2.0)","('概念', 2.0)","('梯级', 2.0)","('分化', 2.0)","('游资', 2.0)","('机构', 2.0)","('重金', 2.0)","('博弈', 1.0)",,,,,,,,
2188,"('股指', 2.0)","('集体', 2.0)","('农业', 2.0)","('涨幅', 2.0)",,,,,,,,,,,,
2189,"('证券时报', 2.4)","('头版', 2.0)","('评论', 2.0)","('创业', 2.0)","('改革', 2.0)","('出发', 1.0)",,,,,,,,,,
2190,"('特斯', 6.6)","('股指', 2.0)","('跌', 1.46)",,,,,,,,,,,,,
2191,"('投资', 2.0)","('手记', 2.0)","('业绩', 2.0)","('说话', 1.0)",,,,,,,,,,,,
2192,"('眼看', 2.0)","('区块', 2.0)","('分化', 2.0)","('大盘', 2.0)","('后市', 2.0)",,,,,,,,,,,
2193,"('抗议', 4.39)","('歼灭战', 2.0)","('IPO', 1.82)","('上演', 1.0)",,,,,,,,,,,,
2194,"('区块', 2.0)","('强者', 2.0)","('板', 1.01)",,,,,,,,,,,,,
2195,"('业绩', 2.0)","('爆发', 2.0)","('区块', 2.0)","('跳水', 2.0)","('机会', 2.0)",,,,,,,,,,,
2196,"('周三', 2.2)","('操作', 2.0)","('策略', 1.0)",,,,,,,,,,,,,
2197,"('风口', 2.0)","('注意', 2.0)","('风险', 1.0)",,,,,,,,,,,,,
2198,"('震荡', 2.0)","('区块', 2.0)","('概念', 2.0)","('剧烈', 1.0)","('分化', 1.0)",,,,,,,,,,,
2199,"('流入', 2.35)","('资金', 2.0)","('连续', 1.0)",,,,,,,,,,,,,
2200,"('区块', 2.0)","('概念', 2.0)",,,,,,,,,,,,,,
2201,"('区块', 2.0)","('概念', 2.0)",,,,,,,,,,,,,,
2202,"('敦煌', 2.2)","('农业', 2.0)",,,,,,,,,,,,,,
2203,"('养殖', 2.0)","('股份', 2.0)","('触及', 2.0)",,,,,,,,,,,,,
2204,"('快讯', 2.0)","('跌幅', 2.0)","('猪肉', 2.0)","('持续', 2.0)","('指', 1.46)","('跌', 1.46)",,,,,,,,,,
2205,"('震荡', 2.0)","('调整', 2.0)","('区块', 2.0)","('板块', 2.0)","('分化', 1.0)",,,,,,,,,,,
2206,"('数字', 2.0)","('货币', 2.0)","('板块', 2.0)","('涨幅', 2.0)",,,,,,,,,,,,
2207,"('区块', 2.0)","('猪肉', 2.0)","('板块', 2.0)","('涨幅', 2.0)",,,,,,,,,,,,
2208,"('股指', 2.0)","('弱势', 2.0)","('盘整', 2.0)","('养殖', 2.0)","('集体', 2.0)","('回暖', 1.0)",,,,,,,,,,
2209,"('天然气', 2.0)","('概念', 2.0)",,,,,,,,,,,,,,
2210,"('区块', 2.0)","('板块', 2.0)","('反弹', 2.0)","('股份', 2.0)",,,,,,,,,,,,
2211,"('邦宝', 2.4)","('概念', 2.0)","('益智', 2.0)",,,,,,,,,,,,,
2212,"('快讯', 2.0)","('指数', 2.0)","('表现', 2.0)","('弱势', 2.0)","('猪肉', 2.0)",,,,,,,,,,,
2213,"('板块', 2.0)","('中兴', 2.0)","('通讯', 2.0)",,,,,,,,,,,,,
2214,"('猪肉', 2.0)","('板块', 2.0)","('双汇', 2.0)","('发展', 2.0)",,,,,,,,,,,,
2215,"('涨跌', 2.0)","('不一', 2.0)","('创业', 2.0)",,,,,,,,,,,,,
2216,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2217,"('股票', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
2218,"('开盘', 2.0)","('股指', 2.0)","('涨跌', 2.0)","('不一', 2.0)","('区块', 2.0)","('板块', 2.0)",,,,,,,,,,
2219,"('开市', 2.0)","('交易', 2.0)","('参与', 2.0)","('平稳', 1.0)",,,,,,,,,,,,
2220,"('低估', 2.0)","('转向', 2.0)","('科技', 2.0)","('主力', 2.0)","('资金', 2.0)","('进攻', 2.0)","('势头', 2.0)",,,,,,,,,
2221,"('风险', 2.0)","('偏好', 2.0)","('提升', 2.0)","('主题', 2.0)","('驱动', 2.0)","('明显', 1.0)","('机会', 1.0)",,,,,,,,,
2222,"('区块', 2.0)","('掀起', 2.0)","('指数', 2.0)","('向上', 2.0)","('预期', 2.0)","('增强', 1.0)",,,,,,,,,,
2223,"('海通', 2.0)","('证券', 2.0)","('市场', 2.0)","('人气', 2.0)","('回暖', 2.0)","('指', 1.46)",,,,,,,,,,
2224,"('融资', 2.0)","('余额', 2.0)","('增加', 2.0)",,,,,,,,,,,,,
2225,"('纽约', 2.2)","('股市', 2.0)","('股指', 2.0)","('上涨', 2.0)",,,,,,,,,,,,
2226,"('周一', 2.2)","('区块', 2.0)","('红色', 2.0)","('收复', 2.0)",,,,,,,,,,,,
2227,"('政策', 2.0)","('区块', 2.0)","('概念', 2.0)","('集体', 2.0)","('利好', 1.0)","('爆发', 1.0)",,,,,,,,,,
2228,"('眼看', 2.0)","('格局', 2.0)","('强势', 2.0)","('延续', 1.0)",,,,,,,,,,,,
2229,"('投资', 2.0)","('手记', 2.0)","('区块', 2.0)","('反弹', 2.0)","('火爆', 1.0)","('击破', 1.0)",,,,,,,,,,
2230,"('今日', 2.2)","('龙头', 2.0)","('波段', 2.0)","('启动', 2.0)","('形态', 1.0)",,,,,,,,,,,
2231,"('区块', 2.0)","('有望', 2.0)",,,,,,,,,,,,,,
2232,"('主线', 2.0)","('火上浇油', 2.0)","('利好', 1.0)",,,,,,,,,,,,,
2233,"('周二', 2.2)","('操作', 2.0)","('策略', 1.0)",,,,,,,,,,,,,
2234,"('助推', 2.0)","('科技', 2.0)","('王者', 2.0)","('利好', 1.0)","('归来', 1.0)",,,,,,,,,,,
2235,"('秋季', 2.2)","('行情', 2.0)","('正式', 1.0)","('开始', 1.0)",,,,,,,,,,,,
2236,"('未来', 2.2)","('牛市', 2.0)","('科技', 2.0)",,,,,,,,,,,,,
2237,"('科技', 3.04)","('旋风', 2.0)",,,,,,,,,,,,,,
2238,"('区块', 2.0)","('概念', 2.0)","('涨', 1.46)",,,,,,,,,,,,,
2239,"('涨', 1.46)","('收', 0.2)",,,,,,,,,,,,,,
2240,"('资金', 2.0)","('流入', 2.0)",,,,,,,,,,,,,,
2241,"('上涨', 2.0)","('区块', 2.0)","('全线', 2.0)","('爆发', 1.0)",,,,,,,,,,,,
2242,"('指涨', 6.46)","('区块', 2.0)","('板块', 2.0)","('涨', 1.58)",,,,,,,,,,,,
2243,"('芯片', 2.0)","('科技', 2.0)",,,,,,,,,,,,,,
2244,"('策略', 2.0)","('周报', 2.0)","('震荡', 2.0)","('成长', 2.0)","('中长期', 2.0)","('主线', 1.0)",,,,,,,,,,
2245,"('科技', 2.0)","('行情', 2.0)","('有望', 2.0)","('得到', 2.0)","('扩散', 1.0)",,,,,,,,,,,
2246,"('快讯', 2.0)","('股指', 2.0)","('高位', 2.0)","('盘整', 2.0)","('区块', 2.0)","('概念', 2.0)","('延续', 2.0)","('强势', 1.0)",,,,,,,,
2247,"('午后', 2.2)","('涨幅', 2.0)","('持续', 2.0)","('扩大', 2.0)","('股份', 2.0)","('逼近', 2.0)",,,,,,,,,,
2248,"('水井', 2.2)","('白酒', 2.0)","('板块', 2.0)","('持续', 2.0)",,,,,,,,,,,,
2249,"('邦宝', 2.4)","('午后', 2.2)","('概念', 2.0)","('益智', 2.0)",,,,,,,,,,,,
2250,"('公司', 2.0)","('区块', 2.0)","('业务', 2.0)","('受益', 2.0)","('有待', 2.0)","('研究', 1.0)",,,,,,,,,,
2251,"('震荡', 2.0)","('区块', 2.0)","('概念', 2.0)",,,,,,,,,,,,,
2252,"('创业', 2.0)","('区块', 2.0)","('概念', 2.0)","('涨', 1.46)",,,,,,,,,,,,
2253,"('国盛', 2.4)","('券商', 2.0)",,,,,,,,,,,,,,
2254,"('股指', 2.0)","('区块', 2.0)","('板块', 2.0)","('爆发', 1.0)",,,,,,,,,,,,
2255,"('贝因美', 6.6)","('概念', 2.0)",,,,,,,,,,,,,,
2256,"('表现', 2.0)","('强势', 2.0)","('新股', 2.0)","('生物', 2.0)","('上涨', 2.0)",,,,,,,,,,,
2257,"('概念', 2.0)","('光电', 2.0)",,,,,,,,,,,,,,
2258,"('农林牧渔', 2.0)","('板块', 2.0)","('农产品', 2.0)","('触及', 2.0)",,,,,,,,,,,,
2259,"('猪肉', 2.0)","('全线', 2.0)","('生态', 2.0)",,,,,,,,,,,,,
2260,"('水井', 2.2)","('白酒', 2.0)","('板块', 2.0)",,,,,,,,,,,,,
2261,"('芯片', 2.0)","('通', 0.2)",,,,,,,,,,,,,,
2262,"('快讯', 2.0)","('创业', 2.0)","('养殖', 2.0)","('板块', 2.0)","('反弹', 2.0)",,,,,,,,,,,
2263,"('财经', 2.0)","('博客', 1.0)",,,,,,,,,,,,,,
